"the_geom","borocode","boroname","borocd","coundist","assemdist","stsendist","congdist","category","nearest_add","on_street","from_street","to_street","side_of_st","installation_date","asset_id","asset_subtype","latitude","longitude","siteid","ntaname","femafldz","femafldt","hrcevac"
"POINT (-73.98848455908092 40.68679274796299)","3","Brooklyn","302","33","52","26","10",,"109 Dean Street","Dean Street","Smith Street","Hoyt Street","N","2025-02-11T00:00:00.000","Color: Black ()","BACKED 2.0","40.686801","-73.988486","SEAT.2024.0665","Downtown Brooklyn-DUMBO-Boerum Hill","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.98714655834017 40.69734374603649)","3","Brooklyn","302","33","52","26","7",,"230 Jay Street","Jay Street","High Street","Tilary Street","W","2025-02-20T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.697352","-73.987148","SEAT.2024.0609","Downtown Brooklyn-DUMBO-Boerum Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.93538856633973 40.84938971462513)","1","Manhattan","112","10","72","31","13",,"140 Wadsworth Avenue","Wadsworth Avenue","W 181 Street","W 180 Street","W","2025-08-26T00:00:00.000","Color: Leaning Bar ()","LEANING BAR","40.849398","-73.93539","SEAT.2025.0385","Washington Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.9631972647576 40.675634573231385)","3","Brooklyn","308","35","44","20","9",,"744 Washington Avenue","Grand Avenue","Park Place","Prospect Place","W","2012-07-27T00:00:00.000","Color: Silver (BB1-2012-0109)","BACKED 1.0","40.67564282","-73.9631987","SEAT.2012.0104","Prospect Heights","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.96470788525006 40.767408795890425)","1","Manhattan","108","4","73","28","12",,"904 Lexington Avenue","E 67 Street","Lexington Avenue","Park Avenue","N","2013-10-29T00:00:00.000","Color: Silver (BL1-2013-1084)","BACKLESS 1.0","40.76741706","-73.96470932","SEAT.2013.0471","Upper East Side-Carnegie Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-74.0111317129916 40.7140438801463)","1","Manhattan","101","1","66","27","10",,"30 West Broadway","Park Place","Greenwich Street","West Broadway","S","2013-03-11T00:00:00.000","Color: Silver (BB1-2013-0516)","BACKED 1.0","40.71405214","-74.01113316","SEAT.2013.0154","Tribeca-Civic Center","X","AREA OF MINIMAL FLOOD HAZARD","2"
"POINT (-73.87254282553526 40.71854864942741)","4","Queens","405","30","28","15","6",,"64-59 Dry Harbor Road","Dry Harbor Road","64 Road","Furmanville Avenue",,"2016-04-13T00:00:00.000","Color: Silver (BB1-2016-2011)","BACKED 1.0","40.71855691","-73.87254423","SEAT.2016.0009","Middle Village","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.89223158153756 40.82687471697126)","2","Bronx","203","17","85","32","14",,"1121 Southern Boulevard","E 167 Street","Southern Boulevard","Simpson Street","N","2024-03-27T00:00:00.000","Color: Leaning Bar (LB-EMP2022-0004)","LEANING BAR","40.826883","-73.892233","SEAT.2024.0007","Crotona Park East","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.90147848164555 40.72281776225411)","4","Queens","405","30","37","12","6",,"64-02 Flushing Avenue","Grand Avenue","64 Street","Flushing Avenue",,"2013-02-14T00:00:00.000","Color: Silver (BB1-2013-0312)","BACKED 1.0","40.72282602","-73.9014799","SEAT.2013.0114","Maspeth","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.93703657752617 40.622141359796814)","3","Brooklyn","318","45","41","21","9",,"3832 Kings Highway","Kings Highway","Ryder Street","Flatbush Avenue","S","2018-09-25T00:00:00.000","Color: Leaning Bar (LB-Unkn-070)","LEANING BAR","40.6221496","-73.937038","SEAT.2018.0205","Flatlands","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.92142357045708 40.83986171591454)","2","Bronx","204","16","77","29","15",,"1337 Edward L Grant Highway","Edward L Grant Highway","W 170 Street","W 169 Street","W","2021-03-07T00:00:00.000",,"LEANING BAR","40.83987","-73.921425","SEAT.2025.0688","Highbridge","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-74.14628351718858 40.542174781964434)","5","Staten Island","503","51","64","24","11",,"4001 Hylan Boulevard","Hylan Boulevard","Nelson Avenue","Wiman Avenue","W","2025-07-25T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.542183","-74.146285","SEAT.2025.0162","Great Kills-Eltingville","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.92918257355025 40.763915730739775)","4","Queens","401","22","36","59","14",,"23-35 Broadway","Broadway","Crescent Street","23 Street","N","2025-02-26T00:00:00.000","Color: Black ()","BACKED 2.0","40.763924","-73.929184","SEAT.2024.0697","Astoria (Central)","X","AREA OF MINIMAL FLOOD HAZARD","3"
"POINT (-73.81180444095043 40.8159078287876)","2","Bronx","210","13","82","34","14",,"150 Throgs Neck Blvd","Throgs Neck Boulevard","Schurz Road","Harding Avenue","E","2013-01-14T00:00:00.000","Color: Silver (BB1-2013-0401)","BACKED 1.0","40.81591611","-73.81180583","SEAT.2013.0031","Throgs Neck-Schuylerville","X","AREA OF MINIMAL FLOOD HAZARD","3"
"POINT (-73.90832857672272 40.81612671979989)","2","Bronx","201","8","84","29","14",,"Westchester Avenue","Westchester Avenue","E 152 Street","Jackson Avenue","S","2026-02-20T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.816135","-73.90833","SEAT.2026.0025","Melrose","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.98304716042183 40.77176479239386)","1","Manhattan","107","6","67","47","12",,"10 Lincoln Center Plaza","Columbus Avenue","W 65 Street","W 62 Street","W","2018-02-05T00:00:00.000","Color: Silver (BL2-2018-0293)","BACKLESS 2.0","40.77177306","-73.9830486","SEAT.2018.0060","Upper West Side-Lincoln Square","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.96720255275288 40.7937222115907)","1","Manhattan","107","7","69","47","12",,"808 Columbus Avenue","W 97 Street","Amsterdam Avenue","Columbus Avenue","N","2013-10-11T00:00:00.000","Color: Silver (BL2-2013-0356)","BACKLESS 2.0","40.79373048","-73.96720399","SEAT.2013.0452","Upper West Side-Manhattan Valley","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.88293359345211 40.666363748244954)","3","Brooklyn","305","42","60","19","8",,"739 New Lots Avenue","Livonia Avenue","Cleveland Street","Warwick Street","S","2018-05-07T00:00:00.000","Color: Silver (BL2-2018-0317)","BACKLESS 2.0","40.666372","-73.882935","SEAT.2018.0245","East New York-New Lots","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.76613644889414 40.69208991638417)","4","Queens","412","27","29","14","5",,"179-24 Linden Blvd","Linden Boulevard","Newburg Street","180 Street","S","2017-05-13T00:00:00.000","Color: Silver (BB2-2017-0121)","BACKED 2.0","40.69209818","-73.76613782","SEAT.2017.0088","St. Albans","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.95053105866941 40.77933859771948)","1","Manhattan","108","5","76","29","12",,"1704 2nd Avenue","2 Avenue","E 88 Street","E 89 Street","E","2017-07-05T00:00:00.000","Color: Silver (BB2-2017-0175)","BACKED 2.0","40.77934687","-73.95053249","SEAT.2017.0160","Upper East Side-Yorkville","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.91307857835447 40.7630647308677)","4","Queens","401","22","34","12","14",,"42-07 30 Avenue","30 Avenue","43 Street","42 Street","N","2023-10-04T00:00:00.000","Color: Black (BB2-2023-1521)","BACKED 2.0","40.763073","-73.91308","SEAT.2023.0704","Astoria (East)-Woodside (North)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.8915755244785 40.84570171363603)","2","Bronx","206","15","79","32","15",,"683 E Tremont Avenue","E Tremont Avenue","Crotona Avenue","Belmont Avenue","N","2025-11-13T00:00:00.000","Color: Black ()","BACKED 2.0","40.84571","-73.89157694","SEAT.2023.0163","Tremont","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.95556756607456 40.745260735184914)","4","Queens","402","26","37","59","7",,"5-01 47 Road","47 Road","5 Street","Vernon Boulevard","N","2025-11-24T00:00:00.000","Color: Black ()","BACKED 2.0","40.745269","-73.955569","SEAT.2025.0417","Long Island City-Hunters Point","AE",,"2"
"POINT (-74.11661668751213 40.57397536131639)","5","Staten Island","502","50","64","24","11",,"33 New Dorp Plaza South","New Dorp Lane","N. Railroad Avenue","S Railroad Avenue","S","2017-01-28T00:00:00.000","Color: Silver (BB2-2017-0016)","BACKED 2.0","40.57398359","-74.11661816","SEAT.2017.0011","New Dorp-Midland Beach","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.90002558508031 40.71258474021702)","4","Queens","405","30","28","12","7",,"62-65 Fresh Pond Road","Metropolitan Avenue","Fresh Pond Road","Admiral Avenue","S","2014-11-19T00:00:00.000","Color: Silver (BL1-2014-0691)","BACKLESS 1.0","40.712593","-73.900027","SEAT.2014.0328","Ridgewood","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-74.10299452628296 40.6166027656524)","5","Staten Island","501","49","63","24","11",,"1172 Victory Boulevard","Victory Boulevard","Clove Road","Grand Avenue","S","2023-10-11T00:00:00.000","Color: Black (BL2-2023-1332)","BACKLESS 2.0","40.616611","-74.102996","SEAT.2023.0352","West New Brighton-Silver Lake-Grymes Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.78299193193114 40.683968191054426)","4","Queens","412","28","32","10","5",,"117-02 Guy R Brewer Boulevard","Guy R. Brewer Boulevard","118 Avenue","Foch Boulevard","W","2016-06-07T00:00:00.000","Color: Silver (BB1-2016-1763)","BACKED 1.0","40.68397645","-73.78299331","SEAT.2016.0076","Baisley Park","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.92769286858119 40.86039982738037)","1","Manhattan","112","10","72","31","13",,"95 Nagle Avenue","Nagle Avenue","Elwood Street","Sickles Street","S","2014-12-04T00:00:00.000","Color: Silver (BB1-2014-1726)","BACKED 1.0","40.86040812","-73.9276943","SEAT.2014.0363","Washington Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.84175509043989 40.66398291274256)","4","Queens","410","32","23","10","5",,"92-06 156th Avenue","156 Avenue","92 Street","Cross Bay Boulevard",,"2018-08-02T00:00:00.000","Color: Silver (BB2-2018-0591)","BACKED 2.0","40.66399117","-73.84175648","SEAT.2018.0180","Howard Beach-Lindenwood","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","1"
"POINT (-73.87648858310425 40.880173706428536)","2","Bronx","207","11","81","33","15",,"233 E Gun Hill Road","E Gun Hill Road","Kings College Place","Tryon Avenue","N","2023-10-30T00:00:00.000","Color: Leaning Bar (LB-EMP2023-0049)","LEANING BAR","40.880182","-73.87649","SEAT.2023.0863","Norwood","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.8564195910292 40.857903710392236)","2","Bronx","211","13","80","34","15",,"Williamsbridge Road","Williamsbridge Road","Pelham Parkway S","Pelham Parkway N","E","2025-08-29T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.857912","-73.856421","SEAT.2025.0523","Morris Park","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.9907190356198 40.66771062762938)","3","Brooklyn","306","38","44","26","10",,"515 4 Avenue","4 Avenue","13 Street","14 Street","E","2014-01-14T00:00:00.000","Color: Silver (BB1-2014-1989)","BACKED 1.0","40.66771888","-73.99072048","SEAT.2014.0019","Park Slope","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-74.00458855807847 40.60494276502699)","3","Brooklyn","311","38","47","17","11",,"8703 18 Avenue","Benson Avenue","Bay 19 Street","18 Avenue","N","2025-02-05T00:00:00.000","Color: Black ()","BACKED 2.0","40.604951","-74.00459","SEAT.2024.0632","Bensonhurst","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.90836723040913 40.66863554353865)","3","Brooklyn","316","41","55","25","8",,"50 Belmont Avenue","Belmont Avenue","Osborn Street","Watkins Street","S","2014-09-09T00:00:00.000","Color: Silver (BB1-2014-1322)","BACKED 1.0","40.6686438","-73.90836865","SEAT.2014.0265","Brownsville","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.89955257676577 40.85859171105114)","2","Bronx","205","14","86","33","13",,"2337 Grand Concourse","Grand Concourse","Field Place","E 183 Street","W","2023-02-01T00:00:00.000","Color: Silver (BL2-2023-1122)","BACKLESS 2.0","40.8586","-73.899554","SEAT.2023.0865","Fordham Heights","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.96925346408193 40.67621629430854)","3","Brooklyn","308","35","52","20","10",,"691 Vanderbilt Avenue","Vanderbilt Avenue","Sterling Place","Park Place","E","2013-05-15T00:00:00.000","Color: Silver (BL1-2013-0586)","BACKLESS 1.0","40.67622455","-73.9692549","SEAT.2013.0262","Prospect Heights","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.82592660634471 40.751512729917096)","4","Queens","407","20","25","16","6",,"43-41 Main Street","Main Street","Elder Avenue","Cherry Avenue","E","2023-08-03T00:00:00.000","Color: Black (BL2-2023-1946)","BACKLESS 2.0","40.751521","-73.825928","SEAT.2023.0275","Flushing-Willets Point","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.90248606291773 40.88195460705183)","2","Bronx","208","11","81","31","13",,"5716 Broadway","Broadway","W 234 Street","W 236 Street","E","2017-08-01T00:00:00.000","Color: Silver (BB1-2017-0227)","BACKED 1.0","40.8819629","-73.90248749","SEAT.2017.0196","Kingsbridge-Marble Hill","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.85542644731322 40.74336303555842)","4","Queens","404","21","39","13","6",,"107-24 Corona Avenue","Corona Avenue","51 Avenue","52 Avenue",,"2014-02-07T00:00:00.000","Color: Silver (BB1-2014-1045)","BACKED 1.0","40.7433713","-73.85542785","SEAT.2014.0038","Corona","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.98292155675303 40.74044073718993)","1","Manhattan","106","2","74","59","12",,"141 E 25 Street","E 25 Street","3 Avenue","Lexington Avenue",,"2021-10-01T00:00:00.000","Color: Silver (BB-2021-1994)","BACKED 2.0","40.740449","-73.982923","SEAT.2021.0016","Gramercy","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.95879356503688 40.74356373631814)","4","Queens","402","26","37","59","7",,"1-50 50 Avenue","50 Avenue","Center Boulevard","2 Street","S","2025-02-27T00:00:00.000","Color: Black ()","BACKED 2.0","40.743572","-73.958795","SEAT.2024.0620","Long Island City-Hunters Point","AE",,"1"
"POINT (-73.91892888275096 40.814696777892884)","2","Bronx","201","8","84","29","15",,"487 Willis Avenue","Willis Avenue","E 146 Street","E 147 Street","W","2015-10-01T00:00:00.000","Color: Silver (BB1-2015-1892)","BACKED 1.0","40.81470506","-73.91893031","SEAT.2015.0172","Mott Haven-Port Morris","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.89266258048585 40.82432771815522)","2","Bronx","202","17","85","32","14",,"1049 Westchester Avenue","Westchester Avenue","Southern Boulevard","Simpson Street","N","2025-03-18T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.824336","-73.892664","SEAT.2024.0408","Longwood","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-74.01214419119914 40.63632775594195)","3","Brooklyn","307","43","49","17","10",,"6013 7 Avenue","7 Avenue","60 Street","61 Street",,"2013-11-26T00:00:00.000","Color: Silver ()","BACKED 1.0","40.636336","-74.01214564","SEAT.2013.0495","Sunset Park (Central)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.93839857542855 40.6761767485582)","3","Brooklyn","308","36","56","20","9",,"1494 Dean Street","Dean Street","Albany Avenue","Troy Avenue","S","2025-05-07T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.676185","-73.9384","SEAT.2024.0540","Crown Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.93358256524805 40.596993812876)","3","Brooklyn","315","46","41","22","8",,"3117 Avenue W","Knapp Street","Avenue W","Whitney Avenue","W","2014-07-15T00:00:00.000","Color: Silver (BB1-2014-1246)","BACKED 1.0","40.59700205","-73.93358398","SEAT.2014.0197","Sheepshead Bay-Manhattan Beach-Gerritsen Beach","X","AREA OF MINIMAL FLOOD HAZARD","2"
"POINT (-73.84414059464378 40.857255709851906)","2","Bronx","211","13","80","34","14",,"1400 Pelham Parkway South","Pelham Parkaway","Eastchester Road","Wilson Avenue","S","2017-03-11T00:00:00.000","Color: Silver (BB2-2017-0053)","BACKED 2.0","40.857264","-73.844142","SEAT.2017.0049","Morris Park","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.84655459552886 40.83695071360491)","2","Bronx","210","18","87","34","14",,"2395 Westchester Avenue","Westchester Avenue","Rowland Street","Zerega Avenue","W","2025-05-09T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.836959","-73.846556","SEAT.2024.0379","Westchester Square","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.83114559728519 40.88485270406414)","2","Bronx","212","12","83","36","16",,"3610 Dyre Avenue","Boston Road","Rombouts Avenue","Dyre Avenue","N","2025-04-28T00:00:00.000","Color: Black ()","BACKED 2.0","40.884861","-73.831147","SEAT.2024.0371","Eastchester-Edenwald-Baychester","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.9589055647746 40.742436736037625)","4","Queens","402","26","37","59","7",,"1-55 Borden Avenue","2 Street","51 Avenue","Borden Avenue","W","2025-06-27T00:00:00.000","Color: Black ()","BACKED 2.0","40.742445","-73.958907","SEAT.2025.0114","Long Island City-Hunters Point","AE",,"1"
"POINT (-74.01202704214055 40.643558738509924)","3","Brooklyn","307","38","51","26","10",,"5216 5 Avenue","5 Avenue","52 Street","53 Street","W","2013-04-11T00:00:00.000","Color: Silver (BB1-2013-0292)","BACKED 1.0","40.64356698","-74.01202849","SEAT.2013.0207","Sunset Park (West)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.93304856648439 40.8489317146302)","1","Manhattan","112","10","72","31","13",,"556 W 181 Street","W 181 Street","Saint Nicholas Avenue","Audubon Avenue","S","2022-05-01T00:00:00.000","Color: Silver ()","BACKLESS 2.0","40.84894","-73.93305","SEAT.2025.0373","Washington Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.90531839825434 40.82312776625398)","2","Bronx","203","17","79","32","15",,"690 E 163 Street","E 163 Street","Trinity Avenue","Tinton Avenue","S","2014-11-18T00:00:00.000","Color: Silver (BL1-2014-0753)","BACKLESS 1.0","40.82313605","-73.90531982","SEAT.2014.0323","Morrisania","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.89877302936142 40.862320870907965)","2","Bronx","207","14","86","33","13",,"125 East Fordham Road","E Fordham Road","Creston Avenue","Morris Avenue","N","2013-05-07T00:00:00.000","Color: Silver (BB1-2013-0558)","BACKED 1.0","40.86232916","-73.89877445","SEAT.2013.0240","University Heights (North)-Fordham","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.9688055646076 40.684153747819536)","3","Brooklyn","302","35","57","25","8",,"5 Gates Avenue","Fulton Street","Gates Avenue","Clermont Avenue","N","2014-12-31T00:00:00.000","Color: Silver ()","BACKED 2.0","40.684162","-73.968807","SEAT.2015.0211","Clinton Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.94624943702763 40.59986441441586)","3","Brooklyn","315","48","41","22","8",,"2502 Avenue U","Avenue U","Bedford Avenue","E 26 Street","S","2018-01-24T00:00:00.000","Color: Silver (BL2-2018-0422)","BACKLESS 2.0","40.59987265","-73.94625086","SEAT.2018.0045","Madison","X","AREA OF MINIMAL FLOOD HAZARD","3"
"POINT (-73.99032566549177 40.685104471419336)","3","Brooklyn","302","39","52","26","10",,"343 Warren Street","Warren Street","Hoyt Street","Smith Street","N","2013-09-10T00:00:00.000","Color: Silver (BB1-2013-0715)","BACKED 1.0","40.68511272","-73.99032711","SEAT.2013.0396","Downtown Brooklyn-DUMBO-Boerum Hill","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.94764456388629 40.816870721258546)","1","Manhattan","110","9","70","30","13",,"492 Saint Nicholas Avenue","W 135 Street","St. Nicholas Avenue","Frederick Douglass Boulevard","S","2023-12-28T00:00:00.000","Color: Black (BL2-2023-1218)","BACKLESS 2.0","40.816879","-73.947646","SEAT.2023.0882","Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.83001560454748 40.758994728610496)","4","Queens","407","20","40","16","6",,"40-13 Main Street","Main Street","Roosevelt Avenue","40 Road","W","2023-08-11T00:00:00.000","Color: Black (BL2-2023-1804)","BACKLESS 2.0","40.759003","-73.830017","SEAT.2023.0603","Flushing-Willets Point","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.98745672747356 40.735655031204104)","1","Manhattan","106","2","74","59","12",,"40 Irving Place","Irving Place","E 16 Street","E 17 Street",,"2013-08-12T00:00:00.000","Color: Silver (BB1-2013-0775)","BACKED 1.0","40.73566329","-73.98745817","SEAT.2013.0374","Gramercy","X","AREA OF MINIMAL FLOOD HAZARD","X"
